5,3,3,0,20,64,65,64,64,64,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65
5,3,3,0,20,64,64,62,61,60,60,60,60,60,60,62,64,65,66,66,67,67,68,68,68
5,3,3,0,20,67,67,67,68,67,67,69,71,73,75,65,56,45,34,28,23,30,37,53,69
5,3,3,0,20,82,79,74,69,68,69,68,68,68,68,68,69,68,68,67,67,66,66,65,65
5,3,3,0,20,65,65,64,64,64,64,63,63,63,63,62,61,60,59,58,57,56,57,58,59
5,3,3,0,20,59,60,61,63,65,67,67,68,68,69,68,68,67,67,66,66,66,66,66,67
5,3,3,0,20,66,65,65,65,65,65,65,65,65,66,65,64,65,66,66,66,65,64,64,65
5,3,3,0,20,65,65,65,65,65,65,65,65,65,65,65,65,64,64,64,65,65,65,65,65
5,3,3,0,20,65,65,65,65,64,64,64,64,64,65,65,65,64,64,64,65,65,65,65,66
5,3,3,0,20,65,65,65,65,65,66,65,65,64,63,61,59,59,59,59,60,60,61,62,64
5,3,3,0,20,65,67,67,67,68,69,69,69,68,67,68,67,67,68,71,75,76,70,60,50
5,3,3,0,20,36,23,27,32,47,62,71,80,82,79,69,69,69,69,68,68,67,69,69,69
5,3,3,0,20,68,67,66,66,65,65,65,66,65,65,64,64,64,64,63,63,62,62,61,61
5,3,3,0,20,60,59,58,58,57,57,57,58,59,60,62,65,66,68,68,69,68,68,67,67
5,3,3,0,20,67,67,67,67,67,67,66,66,66,66,65,65,65,66,65,65,65,65,65,65
5,3,3,0,20,65,65,64,64,64,65,65,65,65,65,64,65,65,65,65,65,65,65,65,65
5,3,3,0,20,64,64,65,66,65,65,64,64,64,65,64,64,64,65,64,64,64,64,64,65
5,3,3,0,20,64,65,65,66,66,66,65,64,64,65,65,66,65,65,65,65,64,63,61,60
5,3,3,0,20,60,60,60,60,61,62,63,65,65,66,67,68,68,69,68,68,67,67,67,68
5,3,3,0,20,67,68,71,74,76,75,66,57,46,35,23,27,37,48,62,77,79,82,76,71
5,3,3,0,20,68,69,69,69,69,69,69,69,68,68,66,65,65,65,65,65,65,65,64,64
5,3,3,0,20,64,64,63,63,62,62,61,61,60,60,57,57,58,59,59,59,60,61,62,64
5,3,3,0,20,66,68,68,69,68,68,68,68,68,68,67,66,66,66,66,67,66,66,66,66
5,3,3,0,20,65,65,65,65,65,65,65,65,65,65,65,65,65,65,66,65,64,64,64,65
5,3,3,0,20,64,64,64,65,65,66,65,65,64,65,65,65,65,65,65,65,65,65,65,65
5,3,3,0,20,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,66,65,64
5,3,3,0,20,64,65,64,64,62,61,60,60,60,60,60,60,61,62,63,64,65,66,67,68
5,3,3,0,20,68,69,68,67,67,67,67,68,67,67,70,73,76,75,66,57,46,35,29,23
